Heat,Part,label,label_id,SN,Fld,Intensity,Davg,Dcirc,Dmax,Dmin,Dperp,Aspect,Area,Perim,Roundness,Elongation,Pixel.Size...m.per.pixel.,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254,g255,image_path,split
4,2658,oxide,1,4-2658,29,77,3.44,3.269,3.715,3.137,3.172,1.2,8.392,12.674,0.77,0.85,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,2,4,7,4,9,5,5,11,9,11,17,9,14,14,23,10,23,12,20,17,19,10,22,11,12,10,21,17,15,13,16,9,11,24,14,5,10,12,8,10,11,15,10,14,15,12,19,13,13,14,17,21,13,25,19,12,13,13,18,22,13,10,19,12,7,13,16,12,10,19,11,6,9,11,11,2,7,5,6,7,3,9,5,3,4,10,5,10,7,6,5,4,8,8,9,7,5,6,6,3,3,3,8,5,5,4,9,10,9,6,7,4,3,10,4,4,7,7,6,6,4,3,12,3,8,10,9,2,10,5,10,7,3,7,8,7,11,11,6,9,9,9,8,11,6,7,11,4,8,14,13,10,19,14,23,38,30,38,51,53,95,92,107,156,198,214,280,320,347,452,441,504,559,636,615,697,688,596,719,733,634,608,594,528,536,453,442,381,360,324,264,209,159,135,109,82,78,61,58,34,27,18,19,16,5,4,5,1,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/02658.TIF,train
3,14767,oxy-sulfide,3,3-14767,121,93,3.393,3.232,3.594,3.229,3.348,1.1,8.202,12.466,0.81,0.93,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,3,4,3,8,5,5,7,15,7,11,8,9,11,8,6,16,17,13,8,11,13,10,9,11,7,6,8,13,11,11,8,8,11,8,9,7,14,19,23,12,13,12,20,25,17,17,18,17,14,11,7,7,6,9,9,5,6,6,6,6,4,2,4,4,7,3,2,6,3,6,2,5,4,6,4,6,2,4,4,6,6,4,2,7,5,3,5,1,1,5,4,5,10,3,6,5,7,2,7,2,5,7,4,4,8,3,6,2,6,4,4,3,4,6,3,5,6,0,6,7,4,0,6,4,5,7,4,5,9,5,8,3,13,8,13,18,13,20,33,33,55,61,67,81,110,163,165,223,241,326,371,393,429,525,555,603,605,700,674,704,690,700,733,675,630,618,537,527,500,414,365,327,271,254,182,162,142,127,103,61,54,38,30,26,13,15,6,4,6,6,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/14767.TIF,train
1,20193,non-inclusion,0,1-20193,75,97,4.117,2.952,5.708,1.841,1.885,3.0,6.842,15.57,0.27,0.33,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,1,3,2,5,7,13,3,7,4,5,3,3,5,8,8,6,12,5,8,6,8,7,9,8,6,9,15,5,9,6,6,5,7,5,8,2,8,4,4,7,8,6,6,6,4,7,9,2,5,3,5,3,10,8,10,3,3,4,6,5,5,7,7,5,1,6,8,4,4,12,4,8,5,5,5,7,4,3,5,4,5,2,4,6,1,6,7,6,5,4,3,4,7,5,3,1,5,5,5,6,9,3,5,0,5,6,5,4,5,9,6,2,6,6,2,6,4,4,3,7,5,7,5,6,8,7,9,5,4,7,5,3,6,5,12,6,7,6,6,6,5,5,7,9,9,21,7,14,19,19,26,28,62,73,78,80,106,146,151,211,254,315,337,380,446,486,523,608,604,629,699,702,699,688,706,682,662,611,572,511,516,449,411,361,283,240,200,202,172,140,100,67,76,43,38,28,15,21,10,8,6,8,3,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/20193.TIF,train
1,6243,oxy-sulfide,3,1-6243,19,99,3.559,3.356,3.814,3.423,3.491,1.1,8.848,13.8,0.77,0.92,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,5,5,7,6,10,9,6,10,13,8,8,8,9,9,4,4,5,12,6,8,6,8,10,9,5,6,10,2,5,7,10,11,12,10,14,6,14,9,13,12,9,17,15,11,23,14,15,21,20,10,20,18,15,13,15,13,15,10,13,16,9,9,12,14,5,6,5,9,5,13,10,4,4,7,4,6,5,6,1,5,7,6,6,3,7,3,3,6,4,5,7,7,7,7,5,2,7,3,7,5,4,1,1,3,9,6,5,11,8,5,9,4,3,4,4,10,6,8,5,1,2,4,6,5,1,7,11,6,6,5,8,13,8,15,15,26,27,40,30,44,58,65,94,128,164,188,241,280,280,355,391,463,519,540,585,628,669,737,704,709,655,695,637,636,604,571,527,447,428,355,326,252,224,171,159,125,112,84,73,57,43,32,26,17,14,14,9,4,4,5,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/06243.TIF,train
3,12714,sulfide,2,3-12714,105,124,2.478,2.313,2.589,2.334,2.382,1.1,4.2,9.909,0.8,0.92,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,3,6,3,3,1,5,7,3,11,6,6,11,9,15,17,12,13,11,11,15,11,7,7,11,10,5,9,13,13,4,8,7,6,2,5,7,4,2,6,4,4,3,1,4,3,5,4,0,4,3,2,4,4,2,3,5,9,7,4,9,2,4,3,6,2,6,4,3,6,3,4,1,8,6,5,8,3,7,6,3,5,7,10,8,7,29,23,30,52,54,75,106,93,142,139,212,212,303,347,401,472,511,552,584,625,677,677,737,666,716,738,704,646,681,650,555,505,460,405,368,254,269,263,198,151,122,110,89,50,55,39,40,16,17,7,7,7,3,2,8,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/12714.TIF,train
3,2096,oxide,1,3-2096,24,92,4.562,4.354,4.824,4.342,4.568,1.1,14.89,16.945,0.81,0.95,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,7,8,6,12,13,6,9,13,11,19,20,18,15,25,26,24,23,15,20,18,7,18,18,16,13,10,13,10,11,10,10,16,15,8,8,12,17,11,11,15,13,8,19,18,13,18,12,15,19,18,14,17,16,28,22,38,28,34,36,22,21,31,25,30,34,24,34,20,19,30,25,18,14,14,13,10,17,9,10,10,8,12,10,5,8,6,4,5,4,9,12,8,6,6,7,4,4,4,10,7,8,4,3,7,5,7,3,7,5,8,2,6,7,9,7,7,2,3,5,4,12,5,9,4,7,5,6,7,7,7,9,3,8,8,9,13,10,12,12,6,14,13,27,27,33,40,39,65,72,116,128,163,174,220,276,334,383,377,419,481,532,554,588,661,672,688,664,636,642,616,590,520,502,442,442,422,360,281,257,234,165,158,120,87,81,68,52,34,28,21,23,15,13,10,6,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/02096.TIF,train
3,9198,sulfide,2,3-9198,80,117,2.506,2.198,2.973,1.759,1.759,1.7,3.796,9.57,0.55,0.59,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,3,5,7,7,5,8,7,11,9,8,14,14,13,12,13,10,14,8,13,7,8,7,10,14,9,6,5,5,4,1,3,1,6,7,1,3,4,2,3,5,0,4,6,4,2,3,1,1,1,4,5,3,6,2,1,2,2,2,2,6,2,4,6,3,1,2,5,4,1,5,2,2,4,6,4,4,4,2,3,3,3,2,4,6,3,6,5,6,7,5,10,22,15,21,31,44,49,62,72,91,115,128,188,199,255,301,352,399,451,514,542,612,645,702,680,739,708,747,753,684,672,639,600,561,497,453,431,345,280,231,205,186,134,119,94,76,73,55,36,21,21,9,12,10,8,4,1,1,3,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/09198.TIF,train
3,15416,oxy-sulfide,3,3-15416,129,120,3.47,3.247,3.832,3.107,3.15,1.2,8.28,14.04,0.72,0.82,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,2,6,4,10,5,4,3,5,5,4,12,9,9,5,8,7,5,11,9,8,6,12,10,10,11,16,19,10,11,20,24,22,24,23,23,27,14,17,11,23,20,23,14,15,12,15,12,13,11,9,12,4,8,14,8,14,10,8,4,4,6,9,8,14,4,11,11,8,9,9,6,7,6,5,5,5,10,6,11,9,5,5,4,7,13,8,6,7,14,8,6,3,9,1,6,6,4,5,8,10,13,14,10,17,17,18,28,35,33,46,65,89,101,127,157,178,204,252,278,356,349,452,440,546,596,618,643,632,682,720,691,668,698,641,591,567,537,486,429,385,322,296,250,221,189,139,120,113,89,58,56,28,28,24,10,12,11,5,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/15416.TIF,train
3,3860,oxide,1,3-3860,42,106,3.391,3.204,3.557,3.049,3.152,1.1,8.065,12.991,0.81,0.89,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,2,3,3,7,5,11,8,7,8,6,15,14,6,12,8,2,5,13,6,3,7,7,7,5,9,7,5,5,6,2,9,4,8,4,8,6,2,6,4,9,1,6,7,9,7,3,4,9,9,12,6,12,9,8,9,13,8,14,12,12,9,11,12,9,13,13,19,14,18,9,18,12,10,8,12,12,9,9,11,17,12,12,2,7,11,9,8,9,5,5,6,7,6,5,7,7,7,7,4,7,3,10,8,6,6,7,6,5,7,6,4,6,7,8,8,3,3,10,9,2,6,6,11,5,3,8,13,8,14,12,15,14,24,34,25,40,57,55,81,108,125,164,196,225,289,302,347,450,499,549,540,649,615,643,707,681,665,713,710,639,610,564,546,485,456,375,393,301,263,246,183,158,135,123,85,55,47,36,38,22,17,13,10,4,5,5,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/03860.TIF,train
4,2328,non-inclusion,0,4-2328,27,122,2.153,1.717,2.59,1.483,1.531,1.7,2.315,7.801,0.44,0.59,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,2,1,3,0,0,2,1,1,2,1,2,1,3,1,0,2,1,2,2,2,6,1,3,1,1,6,2,3,6,3,5,1,1,2,2,8,3,3,2,2,7,2,3,5,6,4,0,4,5,2,7,5,4,5,8,4,1,4,4,4,2,2,2,1,4,3,3,4,3,4,3,5,4,3,3,4,1,6,1,4,3,6,7,3,2,2,6,1,3,4,1,4,2,2,5,4,9,10,10,11,14,33,32,47,63,93,89,132,177,215,284,291,368,409,424,516,590,604,688,717,736,797,747,787,770,771,697,639,603,541,514,449,404,349,258,226,200,172,132,115,83,73,51,43,22,24,16,16,4,8,6,5,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/02328.TIF,train
3,6444,oxy-sulfide,3,3-6444,62,96,2.861,2.74,3.041,2.69,2.815,1.1,5.896,10.543,0.81,0.93,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,2,2,4,1,2,6,5,4,5,5,3,16,10,8,5,6,5,6,5,5,5,12,2,6,7,6,8,9,11,8,7,5,7,3,0,7,6,5,10,4,9,8,6,12,7,2,6,9,5,9,9,3,10,7,7,4,2,12,7,3,5,7,4,3,1,3,4,4,2,8,3,1,2,5,5,5,3,5,6,1,1,4,7,5,5,2,4,4,3,3,4,2,7,3,5,2,4,5,3,5,1,4,6,4,6,5,4,3,5,4,2,3,2,2,7,4,3,5,4,5,4,4,3,3,1,4,3,5,9,7,8,6,4,5,14,4,7,9,13,20,29,20,26,47,49,56,93,127,144,178,227,243,247,321,382,434,488,613,610,656,666,662,736,737,686,728,678,693,646,563,557,471,470,423,308,313,266,200,173,154,133,117,58,45,45,30,27,23,12,8,6,7,3,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/06444.TIF,train
4,3572,non-inclusion,0,4-3572,39,100,4.489,3.855,5.7,3.264,3.406,1.7,11.671,19.035,0.46,0.6,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,5,3,4,2,5,11,4,5,5,5,10,12,14,12,7,8,12,9,13,12,18,13,12,6,6,14,12,12,10,15,13,5,9,19,5,16,10,8,7,9,6,8,10,10,11,14,9,11,10,6,4,9,8,14,10,14,12,15,13,5,13,6,9,10,11,8,9,5,7,12,7,11,9,5,13,9,13,13,4,6,9,14,8,12,13,15,10,3,11,5,10,15,12,9,2,13,6,14,11,9,6,13,18,12,14,11,10,9,8,12,10,6,11,10,11,9,15,17,16,11,23,13,15,22,13,12,13,17,15,15,9,18,14,23,28,23,23,15,21,33,33,52,70,68,95,100,132,180,217,264,277,355,394,433,497,509,597,644,637,652,674,723,697,707,673,665,640,566,506,427,375,350,295,264,229,197,133,103,106,69,48,43,36,25,22,15,8,11,5,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/03572.TIF,train
3,3103,oxide,1,3-3103,35,80,7.399,6.639,8.267,6.335,6.513,1.3,34.613,26.957,0.64,0.79,0.131785813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,5,2,3,5,8,8,11,10,13,17,14,18,19,26,18,27,29,36,24,27,23,21,22,27,26,27,18,15,30,29,30,30,26,31,25,35,24,35,35,20,30,23,31,19,22,25,25,22,15,22,16,22,15,12,27,19,23,20,16,7,21,8,18,16,20,20,14,11,15,13,13,13,15,14,17,11,11,14,12,10,15,10,5,9,4,6,13,3,3,11,5,10,7,3,6,6,8,5,12,8,5,5,9,7,4,9,7,6,3,3,8,3,3,7,11,5,10,7,7,6,3,5,6,8,5,8,3,5,7,6,5,5,8,10,8,9,8,2,9,7,7,4,6,10,8,8,9,7,10,19,15,27,19,32,34,33,49,64,76,96,126,154,213,244,284,275,331,419,484,518,522,553,579,637,629,641,656,633,591,644,591,517,487,472,442,350,341,297,229,202,177,134,103,94,74,61,36,44,38,26,12,7,14,5,6,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/03103.TIF,train
4,4324,sulfide,2,4-4324,47,102,5.133,4.902,5.595,4.725,4.793,1.2,18.875,19.076,0.77,0.86,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,4,6,1,7,9,12,7,9,12,7,7,15,9,9,15,8,7,16,10,9,13,8,11,12,17,11,12,9,13,14,19,23,10,14,15,13,11,6,12,13,11,13,10,13,9,12,17,11,13,12,12,11,11,5,9,12,12,7,14,12,11,11,14,18,10,16,16,14,21,23,20,18,21,21,19,25,35,21,31,31,28,29,38,31,31,35,38,29,37,30,40,32,40,36,40,45,28,36,39,42,44,30,28,31,29,22,19,9,15,14,17,17,5,10,15,3,9,8,7,7,12,9,6,4,8,3,9,14,6,8,7,9,7,8,10,11,5,8,3,11,14,17,14,13,19,30,37,44,64,74,93,133,149,176,215,261,329,358,399,462,495,563,628,627,620,689,684,681,638,645,609,550,537,471,437,349,347,295,269,190,185,163,126,102,71,49,49,32,35,24,17,11,11,6,4,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/04324.TIF,train
3,1073,oxy-sulfide,3,3-1073,13,118,2.735,2.554,3.062,2.325,2.412,1.3,5.121,9.887,0.7,0.79,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,2,1,3,1,1,1,1,1,2,0,1,1,3,3,0,2,7,3,3,1,4,0,3,2,3,7,1,4,3,3,0,1,1,1,3,5,4,2,4,0,0,1,3,3,3,0,4,4,2,1,3,3,4,4,5,5,2,2,2,1,7,3,4,3,2,0,6,3,5,3,5,6,4,7,7,12,14,9,15,16,15,16,11,14,7,9,16,15,13,10,14,5,11,9,10,1,5,6,6,4,3,6,5,3,8,7,5,1,2,8,2,2,5,3,2,2,4,6,5,3,2,4,5,4,3,9,5,3,2,7,6,8,6,5,9,18,12,18,30,34,39,50,61,113,116,128,141,203,227,296,344,354,408,490,549,573,599,682,666,729,723,688,762,685,677,664,565,502,580,488,436,331,305,290,220,217,148,122,91,101,57,54,38,30,32,20,13,13,7,1,5,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/01073.TIF,train
3,17718,oxide,1,3-17718,156,81,5.764,5.574,5.967,5.524,5.73,1.0,24.401,20.658,0.87,0.96,0.131785813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,4,13,12,9,12,26,9,15,25,23,21,36,30,33,29,27,31,24,24,21,21,27,30,21,22,13,17,24,12,11,9,15,9,6,9,7,14,14,9,6,12,4,5,3,9,8,11,8,7,11,5,7,14,16,13,18,27,16,19,25,11,11,14,13,21,20,22,8,11,11,13,18,13,9,11,12,4,4,7,5,7,3,5,4,2,4,3,2,2,8,1,3,4,2,1,6,4,5,3,6,2,3,4,4,1,5,2,3,4,5,6,2,5,8,4,3,3,7,4,2,2,4,5,4,2,0,3,3,4,2,3,1,3,7,4,5,4,4,4,8,9,12,10,15,22,26,30,38,47,69,76,98,122,153,179,233,277,309,391,425,398,473,541,593,632,670,709,660,677,676,674,681,561,578,559,466,445,381,333,316,260,219,191,135,133,109,86,57,52,31,32,25,20,6,9,14,4,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/17718.TIF,train
3,18097,oxy-sulfide,3,3-18097,161,107,5.333,5.157,5.65,5.039,5.112,1.1,20.889,20.542,0.83,0.9,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,4,5,9,9,8,8,6,11,18,12,6,4,10,14,10,6,14,7,10,13,12,16,10,9,10,12,8,12,9,21,11,13,16,14,8,17,14,20,16,14,29,21,19,23,40,29,30,39,46,57,54,52,62,84,73,68,67,59,53,62,63,72,73,45,46,34,41,35,26,28,22,22,27,29,9,20,16,10,10,14,10,14,7,9,9,10,5,12,7,8,14,13,5,11,4,16,8,11,3,8,7,6,5,7,9,8,12,8,11,11,7,8,8,10,9,8,6,12,12,10,4,10,11,7,14,10,12,8,16,15,16,23,22,33,53,53,84,92,103,135,150,171,237,267,316,364,367,432,442,524,549,605,628,579,640,621,629,607,555,583,515,469,394,403,312,302,279,229,195,184,143,103,101,64,74,50,36,36,25,19,7,11,10,6,3,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/18097.TIF,train
3,1553,non-inclusion,0,3-1553,17,148,1.856,1.439,2.336,1.11,1.402,1.7,1.627,8.402,0.38,0.6,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,3,2,1,3,1,3,4,3,3,1,3,3,6,4,4,4,5,2,3,2,1,3,7,4,1,6,7,3,1,3,5,3,5,3,8,6,6,4,6,12,10,8,12,6,11,10,8,19,17,17,21,18,27,16,31,30,44,63,57,67,100,140,145,182,212,249,339,336,401,440,494,528,622,650,679,741,771,737,724,772,698,657,634,612,550,529,424,342,367,313,284,192,185,144,125,88,88,59,43,37,30,23,13,10,8,6,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/01553.TIF,train
2,2407,oxide,1,2-2407,42,76,2.426,2.289,2.558,2.303,2.328,1.1,4.114,8.511,0.8,0.91,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,3,2,2,10,8,6,15,10,15,10,11,8,12,14,10,1,9,6,7,3,6,4,6,3,3,4,4,1,7,1,4,2,2,2,3,4,4,3,1,1,1,2,1,6,3,5,3,3,2,3,0,3,3,3,0,2,2,3,2,3,2,3,2,3,1,3,4,3,2,1,2,0,5,0,4,2,4,4,0,4,2,4,4,2,1,1,2,3,2,3,1,2,4,2,2,1,1,3,2,1,5,2,6,1,1,3,3,4,3,3,2,1,0,4,4,1,4,3,3,3,3,2,2,6,1,1,0,2,3,3,4,5,2,2,1,3,2,4,2,6,3,4,2,4,4,1,2,3,0,3,7,7,5,4,8,16,12,31,32,41,46,73,80,111,147,157,228,266,298,361,375,464,514,606,576,671,730,724,795,801,752,738,766,675,623,573,521,524,388,374,295,285,266,203,144,137,97,75,71,46,32,29,26,11,18,2,7,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_2/imgs/02407.TIF,train
1,19938,oxy-sulfide,3,1-19938,73,125,4.298,3.978,4.698,3.737,3.737,1.3,12.428,17.361,0.72,0.8,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,3,3,1,8,5,6,5,10,7,9,7,12,7,14,12,9,9,13,14,14,9,12,13,7,21,5,6,18,12,13,11,11,13,19,9,16,12,13,14,11,17,23,23,15,18,25,14,27,28,22,35,20,29,30,31,36,27,30,25,22,33,30,20,24,21,21,21,18,21,22,12,16,15,22,13,17,17,15,7,21,9,8,10,16,7,11,8,7,9,6,12,4,7,10,2,7,11,7,7,10,9,15,11,17,26,31,30,48,51,65,89,106,123,183,186,203,253,317,339,400,471,515,541,607,602,707,665,675,671,695,665,575,637,571,485,444,418,390,325,305,271,215,179,158,140,96,92,71,56,50,22,19,23,20,8,6,5,2,4,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/19938.TIF,train
4,1345,non-inclusion,0,4-1345,17,86,4.45,3.411,5.918,2.035,2.086,2.8,9.141,17.121,0.33,0.35,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4,5,4,14,4,6,13,9,12,9,14,11,12,14,9,20,8,14,13,8,13,10,10,6,10,5,11,11,6,7,11,9,9,2,5,9,8,5,8,12,5,9,9,13,6,7,3,6,5,5,8,5,5,11,6,6,9,4,8,7,7,13,5,7,4,5,4,9,9,7,9,11,7,4,6,10,10,8,4,11,13,8,8,5,5,8,8,10,8,8,3,6,6,11,7,3,5,4,7,7,5,6,5,8,10,5,5,9,4,4,7,3,8,11,7,9,4,8,9,2,7,4,6,7,9,7,6,5,6,7,4,3,8,4,10,5,15,7,10,14,7,13,4,7,10,7,7,4,5,10,7,8,15,10,20,20,29,30,31,48,60,74,89,121,152,192,245,242,331,375,447,464,526,543,576,644,730,725,727,713,718,667,663,632,579,548,492,448,402,331,329,224,198,154,148,110,115,79,50,41,29,15,19,11,14,5,6,5,3,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/01345.TIF,train
